city,aqi
London,22
Beijing,353
Mexico City,9
Beijing,88
Los Angeles,323
Delhi,191
Beijing,412
Beijing,26
Mexico City,270
Delhi,486
Beijing,140
Cairo,299
Delhi,451
Beijing,74
Delhi,239
Mexico City,461
Delhi,392
Tokyo,210
Beijing,331
Cairo,374
Delhi,314
London,115
Delhi,314
Delhi,322
Tokyo,364
Beijing,469
Mexico City,394
Los Angeles,114
Beijing,234
Delhi,11
Tokyo,135
Mexico City,380
Tokyo,208
Los Angeles,291
Los Angeles,376
Mexico City,336
Delhi,220
Tokyo,261
London,312
Los Angeles,250
London,338
Delhi,392
Delhi,142
Delhi,215
Mexico City,423
Beijing,272
Delhi,325
Mexico City,163
Beijing,268
Beijing,375
Delhi,139
Delhi,275
Beijing,482
Delhi,385
Beijing,8
Beijing,27
Tokyo,84
Delhi,149
Delhi,237
Los Angeles,384
Delhi,93
Beijing,114
Los Angeles,236
Delhi,87
Cairo,289
Beijing,459
Los Angeles,340
Tokyo,361
London,190
Delhi,231
Mexico City,260
Beijing,307
Beijing,305
Los Angeles,429
Beijing,315
Beijing,136
Mexico City,33
Delhi,104
Mexico City,142
Delhi,292
Mexico City,166
Delhi,123
Los Angeles,432
Delhi,134
Mexico City,90
Mexico City,437
Beijing,32
Mexico City,43
London,178
Delhi,263
Mexico City,342
Beijing,187
Mexico City,320
London,306
Mexico City,338
Delhi,82
Beijing,462
Beijing,292
Delhi,197
Mexico City,369
Los Angeles,242
Los Angeles,198
Delhi,148
Los Angeles,111
Beijing,142
Delhi,308
Beijing,70
Mexico City,477
Beijing,344
London,499
Delhi,104
Beijing,60
Delhi,98
Delhi,7
Beijing,138
Los Angeles,292
Beijing,65
Beijing,147
Beijing,101
Beijing,393
Delhi,460
Mexico City,424
London,329
Los Angeles,170
Delhi,467
Beijing,483
Mexico City,320
London,158
Delhi,371
Delhi,69
Tokyo,83
Delhi,180
São Paulo,248
Mexico City,395
Beijing,349
Delhi,454
London,219
Delhi,401
Beijing,305
Delhi,439
Delhi,41
Los Angeles,164
Delhi,369
Mexico City,429
Los Angeles,43
Beijing,416
Mexico City,248
Delhi,350
London,125
Delhi,446
Mexico City,306
London,161
Los Angeles,190
Delhi,222
Beijing,276
London,122
London,5
Mexico City,279
Delhi,202
Beijing,27
Cairo,411
Delhi,14
London,423
Beijing,42
Los Angeles,461
Delhi,115
Delhi,339
Beijing,81
London,88
Mexico City,431
Mexico City,471
São Paulo,441
Beijing,284
London,280
Delhi,329
Delhi,160
Beijing,290
Cairo,128
Los Angeles,482
Delhi,230
Cairo,420
Los Angeles,461
Los Angeles,148
Mexico City,329
Beijing,184
Delhi,446
Mexico City,46
Delhi,318
Mexico City,192
Beijing,111
Mexico City,424
London,97
Beijing,5
Beijing,337
Delhi,434
Delhi,282
Delhi,429
Delhi,170
Beijing,280
Beijing,134
Tokyo,181
Delhi,445
Delhi,497
Los Angeles,302
Delhi,133
Mexico City,490
Los Angeles,457
Mexico City,250
Delhi,334
Delhi,262
São Paulo,71
London,331
Los Angeles,171
Delhi,377
Beijing,253
Los Angeles,472
Delhi,57
Cairo,3
Cairo,243
Delhi,103
Delhi,151
Beijing,189
Beijing,359
Beijing,302
Mexico City,242
Beijing,8
Delhi,455
Delhi,432
Beijing,130
Beijing,335
Tokyo,209
Delhi,327
London,157
Beijing,374
Los Angeles,284
Delhi,171
Beijing,39
Beijing,359
Los Angeles,440
Delhi,121
Beijing,57
Beijing,116
Mexico City,162
Delhi,431
Delhi,490
Los Angeles,99
Beijing,495
Delhi,425
Delhi,401
Mexico City,245
Cairo,50
Los Angeles,37
Los Angeles,497
Mexico City,73
Beijing,227
Cairo,148
Delhi,421
London,315
Delhi,44
Mexico City,265
São Paulo,35
London,495
London,282
London,494
Beijing,313
Beijing,151
Beijing,156
Delhi,189
Beijing,191
Delhi,7
Tokyo,314
Los Angeles,272
Delhi,328
Mexico City,75
Los Angeles,331
London,200
Beijing,65
Mexico City,143
Delhi,4
London,299
London,247
Delhi,120
Delhi,43
Delhi,218
Beijing,278
Delhi,242
Los Angeles,120
Beijing,229
Beijing,37
Los Angeles,226
Los Angeles,254
Beijing,176
Los Angeles,119
Mexico City,164
Delhi,371
Delhi,151
Los Angeles,135
Delhi,300
Delhi,476
Beijing,225
Tokyo,363
Los Angeles,284
Los Angeles,130
Delhi,413
London,205
Beijing,179
Cairo,290
Mexico City,30
Mexico City,309
Tokyo,365
Tokyo,369
Delhi,178
Delhi,374
Mexico City,211
Delhi,148
Beijing,21
Delhi,292
Beijing,17
Mexico City,495
Delhi,107
Beijing,99
Beijing,161
São Paulo,154
Delhi,355
London,290
São Paulo,44
Beijing,233
Mexico City,186
Delhi,258
Beijing,305
Delhi,484
Mexico City,425
Tokyo,238
Delhi,178
Beijing,311
Los Angeles,109
Beijing,124
Beijing,499
Beijing,237
Mexico City,369
Delhi,342
Beijing,180
Beijing,94
Delhi,275
Beijing,463
Beijing,408
Mexico City,407
Mexico City,168
Beijing,358
Los Angeles,137
Beijing,119
Beijing,11
Beijing,158
Beijing,140
London,27
Los Angeles,424
Delhi,135
Beijing,448
Delhi,304
Los Angeles,148
São Paulo,296
Mexico City,488
Beijing,375
Delhi,496
Beijing,352
Beijing,155
Tokyo,15
Beijing,11
São Paulo,30
Beijing,367
Delhi,423
Mexico City,35
Delhi,134
Delhi,25
Delhi,454
Beijing,316
Delhi,298
São Paulo,446
London,446
Los Angeles,21
Beijing,258
Delhi,361
Mexico City,313
Delhi,372
Beijing,91
Delhi,114
Mexico City,499
Mexico City,90
Beijing,188
Los Angeles,489
Delhi,332
Delhi,93
Beijing,393
Los Angeles,154
Delhi,415
Tokyo,113
Delhi,407
Delhi,140
Mexico City,28
Delhi,237
Beijing,71
Delhi,142
Beijing,401
Beijing,108
Delhi,209
Beijing,437
Los Angeles,173
Los Angeles,198
Beijing,138
Cairo,203
Delhi,308
London,158
Cairo,318
Mexico City,13
Delhi,195
Tokyo,205
Beijing,93
Delhi,301
Tokyo,416
Beijing,85
Beijing,193
Mexico City,494
Tokyo,219
Beijing,490
Tokyo,280
Delhi,386
Mexico City,198
Beijing,314
Beijing,151
Delhi,86
Delhi,331
Delhi,264
Mexico City,167
Delhi,243
Los Angeles,439
London,99
Mexico City,462
London,383
Mexico City,400
Tokyo,112
Los Angeles,388
Beijing,55
Los Angeles,404
Mexico City,447
Los Angeles,445
Beijing,430
Beijing,300
Tokyo,340
Cairo,345
Beijing,72
Beijing,220
Beijing,14
Los Angeles,128
Delhi,69
Cairo,422
Beijing,341
Delhi,180
Delhi,60
Mexico City,473
Mexico City,234
Mexico City,495
Beijing,142
Beijing,275
Beijing,28
Delhi,297
Delhi,366
Beijing,396
Los Angeles,457
Delhi,85
Mexico City,178
Delhi,265
Delhi,324
Delhi,80
Beijing,30
Delhi,236
Tokyo,85
Beijing,242
Beijing,8
São Paulo,238
Delhi,442
Mexico City,249
Los Angeles,48
Delhi,74
Delhi,351
Los Angeles,12
Delhi,38
Beijing,28
Beijing,394
Delhi,85
London,495
London,483
London,354
Delhi,369
Cairo,51
Mexico City,224
Mexico City,225
Los Angeles,109
Los Angeles,171
Beijing,137
Mexico City,250
Mexico City,24
Delhi,35
Delhi,374
Beijing,459
Mexico City,277
Los Angeles,121
Los Angeles,185
Mexico City,350
Delhi,421
Mexico City,238
Delhi,322
London,433
Beijing,236
Tokyo,359
Delhi,8
Los Angeles,496
Beijing,267
Delhi,423
Mexico City,232
Delhi,133
Delhi,316
Beijing,1
Beijing,85
Beijing,219
Beijing,85
Delhi,167
Beijing,232
Beijing,32
Mexico City,474
Beijing,308
Delhi,23
Mexico City,495
Delhi,208
Beijing,181
Mexico City,395
Mexico City,76
Delhi,479
Beijing,238
Beijing,382
Beijing,306
Mexico City,477
Los Angeles,470
Delhi,432
Los Angeles,46
London,492
Tokyo,40
Delhi,108
Tokyo,409
Delhi,366
Beijing,433
Beijing,493
Delhi,331
Delhi,198
Delhi,404
Mexico City,64
Mexico City,15
Mexico City,467
Beijing,460
Delhi,123
Mexico City,330
Mexico City,39
Delhi,459
São Paulo,238
Mexico City,237
Mexico City,199
Mexico City,416
Mexico City,432
Mexico City,454
Los Angeles,432
Delhi,72
Delhi,462
Delhi,1
Cairo,421
Beijing,169
Beijing,353
Delhi,136
Beijing,259
Tokyo,15
Mexico City,239
Delhi,484
London,485
Tokyo,360
Los Angeles,150
Mexico City,93
Mexico City,92
Los Angeles,490
London,54
Mexico City,109
Beijing,154
Delhi,412
Beijing,75
Delhi,148
Los Angeles,453
São Paulo,226
Delhi,35
Beijing,212
Los Angeles,38
Delhi,231
Beijing,238
Los Angeles,267
Delhi,130
Mexico City,12
Mexico City,182
Los Angeles,479
Delhi,127
Delhi,280
Delhi,457
Beijing,244
Delhi,88
Mexico City,100
Beijing,140
London,136
London,371
Beijing,482
Delhi,481
Delhi,34
Los Angeles,444
Beijing,386
Beijing,58
Los Angeles,488
Delhi,143
Beijing,288
Beijing,5
Delhi,309
Los Angeles,168
Los Angeles,279
Beijing,318
Mexico City,227
Delhi,312
Beijing,196
Mexico City,194
Beijing,170
Los Angeles,475
Beijing,3
Beijing,75
Beijing,56
Los Angeles,327
Delhi,393
London,196
Delhi,392
Delhi,82
London,109
Beijing,396
Beijing,334
Beijing,144
Delhi,401
Mexico City,466
Mexico City,147
Delhi,116
Los Angeles,424
Delhi,22
Los Angeles,101
Los Angeles,313
Tokyo,256
London,24
London,90
Cairo,443
London,38
Los Angeles,172
Delhi,10
Los Angeles,128
Mexico City,119
Cairo,395
Los Angeles,248
Delhi,286
Delhi,392
Delhi,18
Beijing,68
Mexico City,131
Delhi,371
Delhi,136
Beijing,56
London,470
Beijing,153
Delhi,69
Beijing,292
Delhi,379
Mexico City,166
London,249
Delhi,178
London,488
Mexico City,467
Delhi,225
Delhi,218
Delhi,192
Delhi,258
Beijing,370
Tokyo,360
Delhi,236
Tokyo,128
Beijing,219
Beijing,498
Mexico City,105
London,18
Cairo,101
Delhi,5
Beijing,409
Delhi,120
Delhi,464
Delhi,370
Los Angeles,196
Delhi,337
London,236
Los Angeles,98
Beijing,31
Beijing,248
Mexico City,76
Delhi,159
Beijing,330
Delhi,194
Delhi,412
Mexico City,269
Delhi,457
Beijing,326
Los Angeles,351
Mexico City,194
Beijing,219
Delhi,398
Delhi,151
Beijing,34
Beijing,234
Los Angeles,358
Delhi,268
London,291
Delhi,38
Beijing,352
London,327
London,437
Beijing,370
Delhi,324
Mexico City,439
Los Angeles,150
Delhi,98
Delhi,128
Beijing,115
Los Angeles,162
Beijing,412
Delhi,60
London,255
London,418
Mexico City,305
Delhi,75
Delhi,491
Mexico City,67
Los Angeles,243
Beijing,54
Beijing,112
Tokyo,227
Beijing,176
Tokyo,454
Beijing,204
Mexico City,33
Delhi,50
Delhi,496
Cairo,297
Los Angeles,440
Beijing,148
Beijing,248
Delhi,163
Los Angeles,346
Delhi,188
Beijing,64
Beijing,299
Mexico City,359
Beijing,412
Cairo,420
Los Angeles,61
Cairo,10
Beijing,416
Beijing,324
São Paulo,126
Delhi,46
Tokyo,135
Delhi,61
London,109
Los Angeles,95
Mexico City,409
Los Angeles,66
Delhi,452
Beijing,408
Beijing,478
São Paulo,12
Beijing,361
Delhi,22
Delhi,334
London,363
Tokyo,255
Tokyo,99
Delhi,164
Mexico City,469
Beijing,202
Los Angeles,164
London,360
Delhi,449
Beijing,98
Beijing,194
Beijing,237
Delhi,15
Beijing,263
Delhi,493
Delhi,84
Mexico City,461
Mexico City,194
Tokyo,186
Beijing,43
Mexico City,88
Cairo,250
Beijing,272
Los Angeles,181
Cairo,401
Los Angeles,51
Delhi,173
Delhi,129
Delhi,247
Mexico City,377
Mexico City,180
Delhi,32
Beijing,233
Beijing,51
Mexico City,432
Delhi,207
Delhi,25
Mexico City,57
Delhi,15
Mexico City,327
Beijing,336
Beijing,263
London,352
Delhi,248
Delhi,157
Tokyo,76
Los Angeles,257
Delhi,476
Los Angeles,164
Beijing,473
Mexico City,17
Los Angeles,142
Delhi,463
Mexico City,65
Beijing,112
Beijing,429
Beijing,306
Tokyo,475
Mexico City,102
London,275
Delhi,12
Beijing,231
Los Angeles,424
Delhi,39
São Paulo,125
Mexico City,308
Tokyo,453
Delhi,220
Beijing,164
Beijing,295
Cairo,21
Delhi,413
Los Angeles,442
Mexico City,460
London,257
Cairo,458
London,322
Delhi,19
London,403
Beijing,26
Mexico City,244
Delhi,459
London,135
Beijing,419
London,411
Beijing,103
Mexico City,296
Delhi,303
Delhi,345
Cairo,8
Los Angeles,138
Delhi,234
Mexico City,436
Los Angeles,13
Mexico City,248
Beijing,83
London,341
Delhi,272
Mexico City,267
Beijing,371
Mexico City,35
Delhi,1
Delhi,222
Cairo,132
London,393
Tokyo,91
Los Angeles,437
Delhi,179
Mexico City,451
Beijing,29
Beijing,181
Delhi,399
Delhi,115
Delhi,457
Delhi,51
Los Angeles,117
Tokyo,491
Beijing,103
Delhi,315
Delhi,437
Los Angeles,232
Beijing,213
Mexico City,358
Delhi,139
Los Angeles,85
Mexico City,103
Delhi,299
Tokyo,477
Beijing,333
Delhi,436
Mexico City,114
Beijing,298
Tokyo,174
Beijing,246
Tokyo,7
Los Angeles,228
Mexico City,437
Delhi,45
Delhi,189
London,54
Mexico City,183
Cairo,423
Beijing,192
Mexico City,367
São Paulo,499
Los Angeles,273
Beijing,264
London,413
Delhi,262
Beijing,465
Delhi,257
São Paulo,113
Tokyo,62
London,37
Beijing,257
Los Angeles,249
Delhi,88
Beijing,265
London,250
Delhi,218
Delhi,328
Mexico City,219
Los Angeles,351
Beijing,10
Mexico City,134
Tokyo,403
Delhi,19
London,316
Mexico City,222
Beijing,359
Delhi,64
Beijing,287
Los Angeles,82
Beijing,68
Delhi,471
Delhi,131
London,362
Beijing,88
Delhi,27
Cairo,253
Delhi,182
Los Angeles,112
Delhi,31
Delhi,180
Beijing,367
London,445
Los Angeles,456
Beijing,141
Los Angeles,489
London,199
Beijing,72
Beijing,367
Beijing,364
Delhi,26
London,48
Los Angeles,30
London,452
London,15
Los Angeles,63
Los Angeles,387
Tokyo,7
Mexico City,94
London,97
London,130
Delhi,65
Mexico City,407
Los Angeles,66
Delhi,156
Beijing,381
Delhi,108
Delhi,323
Beijing,156
Beijing,13
Los Angeles,334
Mexico City,194
Delhi,396
Delhi,247
Delhi,129
Beijing,199
Los Angeles,437
Mexico City,82
Delhi,360
Beijing,377
Cairo,85
Tokyo,188
Los Angeles,277
Delhi,24
Delhi,141
Beijing,451
Beijing,377
Mexico City,221
Delhi,45
Tokyo,195
Los Angeles,233
Cairo,310
London,33
Beijing,119
Mexico City,68
London,215
Delhi,374
Delhi,263
Beijing,175
Beijing,166
Mexico City,3
Delhi,381
Beijing,29
Mexico City,21
London,268
Delhi,228
Los Angeles,8
Tokyo,177
Beijing,180
Mexico City,499
Delhi,225
Los Angeles,420
London,39
Delhi,428
London,321
Delhi,204
London,219
Beijing,75
Beijing,121
Tokyo,417
Mexico City,294
Delhi,295
Los Angeles,210
Delhi,279
Tokyo,333
Delhi,489
Beijing,41
Beijing,114
Mexico City,82
Beijing,394
Beijing,312
Los Angeles,4
Delhi,237
Los Angeles,33
Delhi,434
London,448
Los Angeles,307
Los Angeles,269
Delhi,376
London,242
Mexico City,256
Cairo,347
Delhi,64
Los Angeles,497
Mexico City,307
São Paulo,272
Beijing,256
Delhi,131
London,290
Beijing,236
Los Angeles,290
Beijing,83
Tokyo,463
Beijing,175
Beijing,451
London,143
Delhi,289
Delhi,308
London,121
Beijing,305
Delhi,203
Mexico City,392
Delhi,394
São Paulo,347
London,96
Tokyo,431
London,288
Tokyo,11
Beijing,62
Mexico City,226
Tokyo,124
Mexico City,48
São Paulo,177
London,95
Delhi,36
Beijing,306
Delhi,271
London,417
Tokyo,26
Mexico City,150
Delhi,101
Beijing,18
Delhi,325
Beijing,143
São Paulo,434
Beijing,100
Los Angeles,29
London,225
London,148
Delhi,14
Delhi,387
Delhi,104
Delhi,9
Delhi,178
Beijing,297
Los Angeles,338
Delhi,100
Mexico City,28
Beijing,191
Delhi,36
Delhi,439
Delhi,38
Beijing,139
Mexico City,145
Beijing,229
Delhi,8
Delhi,356
Delhi,499
Los Angeles,85
Mexico City,150
Mexico City,276
Mexico City,147
Delhi,426
Delhi,280
Mexico City,415
Los Angeles,247
London,310
Los Angeles,355
Mexico City,70
London,227
Los Angeles,298
Tokyo,67
Delhi,216
Delhi,273
Mexico City,152
Beijing,450
Beijing,404
Los Angeles,2
Beijing,200
Beijing,36
Delhi,391
Beijing,481
Mexico City,98
Delhi,337
Delhi,458
Mexico City,334
Tokyo,177
Delhi,3
Beijing,464
Delhi,169
Beijing,495
Mexico City,273
Beijing,299
Beijing,85
Tokyo,492
Beijing,52
Beijing,298
Tokyo,364
Beijing,184
Delhi,91
Delhi,298
Tokyo,444
Tokyo,409
Delhi,256
Mexico City,374
Delhi,57
Delhi,380
Tokyo,281
Beijing,225
Delhi,182
Beijing,148
London,412
London,64
Mexico City,433
London,335
Los Angeles,85
Cairo,80
Mexico City,188
Mexico City,440
Tokyo,57
Beijing,175
Beijing,272
London,185
Cairo,374
Beijing,232
Mexico City,472
London,224
Beijing,424
Beijing,330
Delhi,200
Delhi,139
Beijing,377
Beijing,191
Los Angeles,411
Delhi,237
Delhi,287
Mexico City,321
Delhi,223
Tokyo,284
Delhi,339
London,477
Beijing,92
São Paulo,136
Beijing,148
Cairo,188
Beijing,16
Los Angeles,286
Delhi,483
Beijing,294
Delhi,170
Los Angeles,12
Beijing,131
Mexico City,228
Delhi,383
Delhi,211
Mexico City,6
Beijing,257
Beijing,73
Cairo,232
Delhi,55
Mexico City,422
Delhi,315
Mexico City,407
Mexico City,269
Los Angeles,243
Los Angeles,493
Delhi,369
Delhi,27
Delhi,286
Mexico City,452
Delhi,407
Beijing,173
Beijing,495
Mexico City,219
Beijing,88
Tokyo,154
Cairo,203
Beijing,438
Tokyo,387
Los Angeles,287
Delhi,55
Mexico City,104
Beijing,445
London,81
Tokyo,242
Mexico City,432
Mexico City,39
Los Angeles,329
Beijing,352
Beijing,244
Mexico City,401
London,279
Mexico City,291
Delhi,429
Delhi,386
Beijing,130
Mexico City,424
Beijing,150
Beijing,374
Tokyo,133
London,471
Beijing,218
Los Angeles,440
Beijing,482
Mexico City,55
Delhi,498
Beijing,441
Mexico City,261
Beijing,364
Los Angeles,414
Delhi,353
Delhi,256
Tokyo,498
Beijing,59
Delhi,199
Beijing,66
Delhi,170
Los Angeles,208
Beijing,275
São Paulo,194
Delhi,316
Beijing,43
Beijing,447
Delhi,117
Delhi,234
Delhi,251
Delhi,367
Los Angeles,137
London,274
Beijing,28
Beijing,162
Mexico City,149
Delhi,177
Beijing,24
Cairo,326
Delhi,253
Delhi,207
Delhi,321
Beijing,385
London,49
Beijing,202
Beijing,361
Beijing,95
London,402
Beijing,240
Beijing,138
Delhi,10
Delhi,163
Cairo,372
Beijing,465
Delhi,291
Tokyo,419
Cairo,13
Delhi,307
Beijing,480
Cairo,74
Delhi,238
Beijing,182
Beijing,355
Los Angeles,26
Beijing,178
Beijing,192
Los Angeles,232
London,24
Delhi,395
Delhi,422
Mexico City,313
Beijing,220
Mexico City,148
Delhi,396
London,430
Beijing,79
Beijing,281
Delhi,243
Delhi,252
Mexico City,310
Mexico City,70
London,428
Mexico City,455
Beijing,44
London,27
Delhi,97
Los Angeles,272
Beijing,329
Delhi,251
Mexico City,272
São Paulo,300
Beijing,345
Mexico City,462
Beijing,154
Beijing,236
Beijing,298
Delhi,253
Delhi,44
Los Angeles,205
Beijing,190
Beijing,477
Delhi,318
Delhi,346
Mexico City,60
Mexico City,484
Beijing,170
Mexico City,387
Mexico City,13
Delhi,3
Delhi,268
Delhi,342
Beijing,378
Delhi,370
Beijing,256
Delhi,180
Beijing,308
Beijing,325
Cairo,208
London,323
Cairo,99
Mexico City,123
Cairo,387
Delhi,359
Beijing,180
Los Angeles,222
Beijing,136
Delhi,97
Mexico City,242
Cairo,1
Beijing,206
Delhi,111
Delhi,79
Delhi,262
Los Angeles,307
Beijing,79
Delhi,143
London,274
Beijing,32
Los Angeles,221
London,493
Los Angeles,154
Cairo,444
Tokyo,404
Delhi,446
Beijing,380
Cairo,214
Mexico City,43
Beijing,245
London,300
Mexico City,142
Beijing,202
Delhi,366
London,216
London,144
Tokyo,386
Los Angeles,181
Delhi,459
Beijing,427
Beijing,379
Delhi,68
Los Angeles,489
Delhi,47
Beijing,301
London,191
Los Angeles,262
Delhi,267
Delhi,297
Beijing,238
Mexico City,450
London,127
Beijing,221
Delhi,94
Mexico City,28
Beijing,183
London,206
Delhi,62
Beijing,440
Beijing,269
Mexico City,168
Beijing,369
Beijing,184
Los Angeles,30
Delhi,300
Delhi,421
Delhi,456
Delhi,133
Beijing,295
Delhi,388
Delhi,201
São Paulo,86
Beijing,268
London,31
Los Angeles,295
Delhi,116
Beijing,99
Mexico City,434
Delhi,129
Delhi,266
Delhi,171
Delhi,403
Delhi,74
Delhi,283
Beijing,231
Delhi,469
Los Angeles,46
Delhi,126
Mexico City,318
Los Angeles,35
Beijing,294
Beijing,153
Beijing,478
Beijing,222
Delhi,446
Mexico City,165
Mexico City,86
Beijing,274
Cairo,476
Tokyo,282
Delhi,133
Los Angeles,159
Delhi,119
Los Angeles,455
Los Angeles,60
Beijing,186
Beijing,176
Mexico City,258
Delhi,482
Mexico City,255
Tokyo,190
Beijing,437
Delhi,58
Mexico City,362
Mexico City,31
Beijing,134
Delhi,293
Mexico City,347
Delhi,19
Beijing,101
Beijing,47
London,492
London,8
Los Angeles,394
London,4
Delhi,44
Los Angeles,493
Los Angeles,426
Los Angeles,31
Los Angeles,289
Delhi,460
Delhi,97
Los Angeles,50
Delhi,28
Delhi,175
Cairo,186
Cairo,317
Beijing,296
Delhi,294
Beijing,444
Delhi,113
Delhi,479
Delhi,462
London,167
Beijing,68
Delhi,24
Mexico City,35
Delhi,472
Tokyo,28
Delhi,345
Delhi,489
Beijing,154
Delhi,107
Delhi,455
Tokyo,1
London,462
Tokyo,436
Mexico City,194
Delhi,0
Cairo,6
Los Angeles,411
Beijing,84
Los Angeles,31
Mexico City,454
Mexico City,57
London,13
Tokyo,116
Los Angeles,423
Tokyo,498
Mexico City,154
Beijing,368
Mexico City,94
Mexico City,213
Delhi,456
Mexico City,485
Beijing,354
Beijing,398
Los Angeles,20
Tokyo,120
Delhi,420
Los Angeles,400
Delhi,435
Mexico City,229
London,35
Tokyo,276
Beijing,137
London,196
London,496
Delhi,468
Beijing,237
Los Angeles,390
Delhi,123
Mexico City,267
Beijing,36
Beijing,290
Beijing,7
Delhi,306
Beijing,139
London,68
Mexico City,289
Beijing,145
Los Angeles,270
Delhi,491
Delhi,128
Beijing,473
Delhi,39
Delhi,254
Los Angeles,105
Tokyo,315
Delhi,283
Beijing,451
Mexico City,9
London,271
Delhi,68
London,252
Cairo,386
Delhi,167
Delhi,12
Los Angeles,429
Delhi,278
Delhi,11
London,415
Mexico City,383
Mexico City,318
Mexico City,392
Beijing,346
Los Angeles,481
London,66
Los Angeles,412
Beijing,24
Los Angeles,119
Los Angeles,274
Beijing,203
Beijing,396
Beijing,454
Beijing,392
Delhi,356
Delhi,31
Delhi,55
Delhi,4
Mexico City,159
Mexico City,55
Mexico City,418
Los Angeles,488
Beijing,28
Los Angeles,80
Los Angeles,356
Los Angeles,41
Los Angeles,491
Delhi,266
Mexico City,442
Los Angeles,474
Delhi,472
Delhi,167
Beijing,340
Beijing,167
Tokyo,443
Los Angeles,473
Delhi,244
Beijing,336
Los Angeles,374
Mexico City,28
Beijing,96
Delhi,272
Tokyo,371
Beijing,52
Delhi,72
Delhi,412
Los Angeles,379
Mexico City,343
Delhi,430
Beijing,269
Tokyo,404
Beijing,408
Beijing,138
Beijing,103
Delhi,72
Tokyo,297
Delhi,52
Delhi,129
Delhi,303
Delhi,83
Beijing,414
Tokyo,31
Delhi,165
Delhi,494
Beijing,190
Tokyo,58
Tokyo,109
Cairo,387
Delhi,337
Los Angeles,346
Mexico City,237
Delhi,356
Mexico City,298
Mexico City,200
Mexico City,486
Delhi,207
Beijing,347
Mexico City,179
Delhi,116
Delhi,46
Mexico City,450
Delhi,17
Delhi,494
Delhi,209
Delhi,248
Delhi,241
Los Angeles,26
Los Angeles,71
Delhi,472
Mexico City,270
Delhi,206
Delhi,63
Los Angeles,287
Cairo,155
Delhi,259
Los Angeles,131
Beijing,319
Los Angeles,273
Mexico City,471
Beijing,353
London,142
Mexico City,123
Cairo,226
Beijing,87
Cairo,7
London,9
Beijing,13
Beijing,86
Tokyo,389
Mexico City,399
Beijing,371
Delhi,426
Delhi,482
Delhi,423
Delhi,59
Mexico City,258
Beijing,100
Delhi,316
Beijing,216
Delhi,190
Mexico City,63
Beijing,350
Tokyo,471
Mexico City,490
Los Angeles,496
Beijing,149
Los Angeles,283
Los Angeles,67
São Paulo,361
Mexico City,268
Tokyo,134
London,77
Tokyo,286
Mexico City,487
Delhi,450
Mexico City,376
Tokyo,410
Cairo,255
Tokyo,248
Beijing,339
London,304
Beijing,167
Mexico City,16
Beijing,358
Beijing,257
Beijing,170
Beijing,402
Beijing,403
Mexico City,226
Delhi,43
Mexico City,216
Delhi,308
Delhi,484
Delhi,296
Delhi,347
London,18
Los Angeles,290
Mexico City,127
Los Angeles,209
Mexico City,264
London,260
Beijing,74
Delhi,424
London,158
Beijing,391
Tokyo,148
Tokyo,440
Beijing,57
Tokyo,407
Delhi,153
Mexico City,488
Mexico City,91
London,226
Beijing,401
Delhi,459
Delhi,156
Beijing,380
Beijing,432
Beijing,360
Mexico City,350
Beijing,80
Delhi,492
Delhi,133
Tokyo,466
Los Angeles,89
Beijing,396
Beijing,188
Delhi,378
Delhi,461
London,326
Delhi,24
Delhi,60
Mexico City,287
London,485
Beijing,69
Mexico City,67
Tokyo,319
Tokyo,335
Beijing,241
Delhi,71
Mexico City,438
Tokyo,60
Mexico City,76
Cairo,348
Mexico City,63
Delhi,257
Beijing,497
Tokyo,334
Delhi,235
Mexico City,404
Beijing,187
Beijing,43
Mexico City,332
Beijing,429
Tokyo,275
Beijing,40
Los Angeles,98
Delhi,450
Beijing,138
Delhi,329
Delhi,68
Mexico City,242
Beijing,377
Delhi,231
London,486
Mexico City,10
Cairo,360
London,190
Mexico City,440
Beijing,55
Tokyo,24
Beijing,311
Beijing,221
Beijing,354
Delhi,474
London,473
Delhi,420
Delhi,382
Los Angeles,196
London,485
Tokyo,46
Mexico City,113
Beijing,1
Beijing,344
Delhi,218
Delhi,128
Tokyo,476
London,84
Delhi,86
Beijing,254
Cairo,131
Beijing,252
Beijing,263
Delhi,470
Beijing,95
Beijing,309
Los Angeles,204
Beijing,198
Beijing,103
Beijing,319
Beijing,244
Delhi,48
Beijing,481
Beijing,455
Delhi,422
Tokyo,148
Beijing,378
Los Angeles,105
Tokyo,316
Delhi,226
Delhi,127
Delhi,268
Tokyo,276
Beijing,323
Beijing,488
Delhi,341
Delhi,226
Mexico City,166
Los Angeles,258
Beijing,315
Delhi,35
London,115
London,445
Beijing,384
Los Angeles,266
London,245
Beijing,42
Delhi,88
Beijing,211
Delhi,108
Delhi,356
London,428
London,474
Mexico City,486
London,189
Tokyo,425
Mexico City,37
Tokyo,292
Tokyo,122
Delhi,11
Tokyo,117
São Paulo,19
Delhi,410
Mexico City,248
Delhi,93
Beijing,244
Mexico City,316
Delhi,456
Mexico City,436
Beijing,163
Delhi,267
Mexico City,172
Tokyo,7
Delhi,193
Beijing,467
Delhi,268
Delhi,385
Beijing,224
Delhi,33
Mexico City,399
Delhi,161
Los Angeles,198
Delhi,83
Tokyo,474
Beijing,398
Delhi,127
Delhi,365
Beijing,266
Tokyo,236
Beijing,215
